YYYY-MM-DD,HH:MM:SS.ssssss,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,HZ,VA,
ttyS3, 2021-05-18 19:32:26.015195,0,122.7,0,194.5,0.05,3216.8,8.363,90.1,122.7,0.733,0,122,0,100,2,2,59.9,0, 
ttyS3, 2021-05-18 19:32:27.015195,0,122.5,0,195.4,0.05,3205.5,8.334,90.1,122.8,0.734,0,122,0,100,2,2,60,0, 
ttyS3, 2021-05-18 19:32:28.015195,90,122.2,0.729,196.6,0.051,3199.4,8.318,90.1,122.8,0.732,0,122,0,100,2,2,60,900, 
ttyS3, 2021-05-18 19:32:29.015195,90.1,122.3,0.73,197.8,0.051,3193.3,8.302,90.3,122.9,0.733,0,122,0,100,2,2,59.9,0, 
ttyS3, 2021-05-18 19:32:30.015195,90.2,122.5,0.73,199,0.051,3187.7,8.288,90.5,123,0.734,0,122.2,0,100,2,2,60,902, 
ttyS3, 2021-05-18 19:32:31.015195,0,122.9,0,200.1,0.052,3180,8.268,90.3,122.9,0.733,0,122.1,0,100,2,2,60.1,0, 
ttyS3, 2021-05-18 19:32:32.015195,0,122.8,0,201.1,0.052,3170.5,8.243,90.3,123.1,0.733,0,122.2,0,100,2,2,60.1,0, 
ttyS3, 2021-05-18 19:32:33.015195,0,122.9,0,202.1,0.052,3161.2,8.219,90.7,123.1,0.734,0,122.3,0,100,2,2,60,0, 
ttyS3, 2021-05-18 19:32:34.015195,0,122.9,0,203,0.052,3152,8.195,90.5,123.2,0.734,0,122.3,0,100,2,2,60,0, 
ttyS3, 2021-05-18 19:32:35.015195,0,123.4,0,204,0.053,3142,8.169,90.9,123.4,0.735,0,122.5,0,100,2,2,59.9,0, 
ttyS3, 2021-05-18 19:32:36.015195,91.1,122.9,0.733,205.3,0.053,3139,8.161,91.3,123.4,0.737,0,122.7,0,100,2,2,59.9,911, 
ttyS3, 2021-05-18 19:32:37.015195,0,123.2,0,206.7,0.053,3136.6,8.155,91.1,123.6,0.736,0,122.6,0,100,2,2,60,0, 
ttyS3, 2021-05-18 19:32:38.015195,0,123,0,207.6,0.053,3126.4,8.128,90.9,123.3,0.736,0,122.5,0,100,2,2,60,0, 
ttyS3, 2021-05-18 19:32:39.015195,0,122.4,0,208.5,0.054,3116.5,8.103,90.5,123.1,0.734,0,121.7,0,100,2,2,59.9,0, 
ttyS3, 2021-05-18 19:32:40.015195,90,122,0.729,209.5,0.054,3109.4,8.084,90.1,122.5,0.732,0,121.6,0,100,2,2,60,900, 
ttyS3, 2021-05-18 19:32:41.015195,89.9,122.2,0.729,210.7,0.054,3104.7,8.072,90.1,122.6,0.732,0,121.8,0,100,2,2,60,899, 
ttyS3, 2021-05-18 19:32:42.015195,89.9,122.3,0.728,211.9,0.055,3099,8.057,90.3,122.7,0.733,0,122,0,100,2,2,60,899, 
ttyS3, 2021-05-18 19:32:43.015195,89.4,122.5,0.098,213.1,0.055,3094.9,8.046,90,122.7,0.732,0,122,0,100,2,2,60.1,894, 
ttyS3, 2021-05-18 19:32:44.015195,0,122.4,0,214.1,0.055,3086.8,8.025,89.8,122.6,0.732,0,121.9,0,100,2,2,60.1,0, 
ttyS3, 2021-05-18 19:32:45.015195,0,122.5,0,215,0.055,3078.7,8.004,90.1,122.7,0.733,0,122,0,100,2,2,60,0, 
ttyS3, 2021-05-18 19:32:46.015195,0,122.4,0,216.2,0.056,3073.8,7.992,89.8,122.6,0.731,0,121.8,0,100,2,2,60.1,0, 
ttyS3, 2021-05-18 19:32:47.015195,0,122.4,0,217.2,0.056,3066.5,7.973,89.5,122.6,0.731,0,121.9,0,100,2,2,60.1,0, 
ttyS3, 2021-05-18 19:32:48.015195,0,122.4,0,218.2,0.056,3058.5,7.952,90,123,0.731,0,121.9,0,100,2,2,60.1,0, 
ttyS3, 2021-05-18 19:32:49.015195,89.8,122.1,0.728,219.5,0.057,3055.9,7.945,90,122.5,0.731,0,121.8,0,100,2,2,59.9,898, 
ttyS3, 2021-05-18 19:32:50.015195,84.9,118.8,0.707,220.8,0.057,3053.4,7.938,89.8,122.5,0.729,0,118.6,0,100,2,2,59.9,849, 
ttyS3, 2021-05-18 19:32:51.015195,0,119.2,0,221.8,0.057,3047,7.922,89.8,122.6,0.731,0,118.7,0,100,1,2,60.1,0, 
ttyS3, 2021-05-18 19:32:52.015195,0,122.3,0,222.8,0.057,3038.9,7.901,85.1,122.6,0.727,0,118.7,0,100,1,2,60.1,0, 
ttyS3, 2021-05-18 19:32:53.015195,0,122.2,0,223.7,0.058,3031.6,7.882,88.7,122.5,0.727,0,118.3,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:32:54.015195,0,122.3,0,224.7,0.058,3024.3,7.863,90,122.6,0.732,0,121.9,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:32:55.015195,0,122.1,0,225.6,0.058,3016.9,7.844,89.6,122.5,0.73,0,121.6,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:32:56.015195,0,122.4,0,226.6,0.058,3010.1,7.826,89.6,122.6,0.731,0,121.8,0,100,1,2,60.1,0, 
ttyS3, 2021-05-18 19:32:57.015195,0,122.6,0,227.6,0.059,3003.4,7.808,89.4,122.7,0.731,0,121.7,0,100,1,2,60.1,0, 
ttyS3, 2021-05-18 19:32:58.015195,90.1,122.2,0.73,228.8,0.059,2999.8,7.799,90.3,122.8,0.734,0,122,0,100,1,2,60,901, 
ttyS3, 2021-05-18 19:32:59.015195,0,122.6,0,230.5,0.059,3002.6,7.806,90.1,122.7,0.731,0,122,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:00.015195,0,122.8,0,231.4,0.06,2995.1,7.787,90.3,122.8,0.732,0,122.1,0,100,1,2,60.1,0, 
ttyS3, 2021-05-18 19:33:01.015195,90.1,122.6,0.731,232.8,0.06,2994,7.784,90.5,122.8,0.733,0,122.1,0,100,1,2,60.1,901, 
ttyS3, 2021-05-18 19:33:02.015195,0,119.6,0,234.1,0.06,2992.4,7.78,90.3,122.9,0.733,0,119,0,100,1,2,60.1,0, 
ttyS3, 2021-05-18 19:33:03.015195,0,119.7,0,235,0.061,2984.8,7.76,89.3,123,0.73,0,119,0,100,1,2,60.1,0, 
ttyS3, 2021-05-18 19:33:04.015195,90.6,122.6,0.732,236.2,0.061,2980.6,7.749,90.9,123.2,0.735,0,119.1,0,100,1,2,60.1,0, 
ttyS3, 2021-05-18 19:33:05.015195,0,123.3,0,237.6,0.061,2980.2,7.748,91.1,123.4,0.736,0,122.5,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:06.015195,0,122.8,0,238.4,0.062,2972.6,7.728,90.3,123.6,0.732,0,122,0,100,1,2,60.1,0, 
ttyS3, 2021-05-18 19:33:07.015195,0,122.6,0,239.4,0.062,2965.7,7.71,90.5,122.9,0.733,0,122.2,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:08.015195,89.9,122.4,0.73,240.7,0.062,2964.3,7.707,90.1,123,0.734,0,122,0,100,1,2,60.1,899, 
ttyS3, 2021-05-18 19:33:09.015195,0,122.8,0,242,0.062,2961.9,7.701,90.3,123,0.734,0,122.2,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:10.015195,0,122.7,0,242.8,0.063,2954.4,7.681,90.5,123,0.734,0,122.2,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:11.015195,17.3,119.1,0.713,243.7,0.063,2947,7.662,90.5,123,0.734,0,119,0,100,1,2,60.1,173, 
ttyS3, 2021-05-18 19:33:12.015195,85.4,119.3,0.71,245.3,0.063,2948.9,7.667,85.6,123,0.715,0,118.9,0,100,1,2,60.1,854, 
ttyS3, 2021-05-18 19:33:13.015195,0,122.8,0,246.1,0.064,2941.5,7.648,88.3,123.1,0.73,0,119,0,100,1,2,60.1,0, 
ttyS3, 2021-05-18 19:33:14.015195,0,122.8,0,247,0.064,2934.4,7.629,90.5,123.1,0.734,0,122.3,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:15.015195,90.2,122.5,0.729,248.5,0.064,2935.6,7.632,90.7,123.1,0.735,0,122.3,0,100,1,2,60.1,902, 
ttyS3, 2021-05-18 19:33:16.015195,0,117.4,0,249.4,0.064,2928.4,7.614,90.2,123.1,0.732,0,114.1,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:17.015195,0,117.5,0,250.2,0.065,2920.6,7.593,78.8,117.7,0.698,0,113.9,0,100,1,2,60.1,0, 
ttyS3, 2021-05-18 19:33:18.015195,90.9,122.7,0.734,251.2,0.065,2916,7.581,90.9,123.2,0.736,0,114,0,100,1,2,59.9,909, 
ttyS3, 2021-05-18 19:33:19.015195,90.6,122.7,0.731,252.4,0.065,2913.1,7.574,90.9,123.2,0.736,0,122.5,0,100,1,2,60,906, 
ttyS3, 2021-05-18 19:33:20.015195,90.2,122.5,0.73,253.6,0.065,2910.2,7.566,90.9,123.1,0.734,0,122.2,0,100,1,2,60,902, 
ttyS3, 2021-05-18 19:33:21.015195,49.1,122.9,0,254.8,0.066,2907.3,7.559,90.3,123,0.734,0,122.2,0,77,1,2,60.1,635, 
ttyS3, 2021-05-18 19:33:22.015195,0,122.7,0,255.7,0.066,2902,7.545,90.5,122.9,0.734,0,122.2,0,100,1,2,60.1,0, 
ttyS3, 2021-05-18 19:33:23.015195,0,122.7,0,256.7,0.066,2896.5,7.531,90.3,123,0.733,0,122.1,0,100,1,2,60.1,0, 
ttyS3, 2021-05-18 19:33:24.015195,0,123,0,257.7,0.067,2891.5,7.518,90.5,123.1,0.735,0,122.3,0,100,1,2,60.1,0, 
ttyS3, 2021-05-18 19:33:25.015195,0,123,0,258.6,0.067,2886.2,7.504,90.7,123.1,0.734,0,122.1,0,100,1,2,60.1,0, 
ttyS3, 2021-05-18 19:33:26.015195,0,123.1,0,259.6,0.067,2881.2,7.491,90.7,123.2,0.735,0,122.5,0,100,1,2,60.1,0, 
ttyS3, 2021-05-18 19:33:27.015195,0,123.1,0,260.5,0.067,2876.2,7.478,90.9,123.3,0.736,0,122.5,0,100,1,2,60.1,0, 
ttyS3, 2021-05-18 19:33:28.015195,85.9,119.5,0.712,262,0.068,2876.8,7.479,90.9,123.2,0.736,0,119.3,0,100,1,2,60,859, 
ttyS3, 2021-05-18 19:33:29.015195,0,119.7,0,263.4,0.068,2876.6,7.479,90.9,123.2,0.735,0,119.3,0,100,1,2,59.9,0, 
ttyS3, 2021-05-18 19:33:30.015195,0,122.9,0,264.4,0.068,2871.7,7.466,91.1,123.3,0.735,0,119.5,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:31.015195,90.4,122.7,0.73,266,0.069,2874.1,7.472,90.9,123.5,0.735,0,119.7,0,100,1,2,60.1,904, 
ttyS3, 2021-05-18 19:33:32.015195,0,119.8,0,267.1,0.069,2869.9,7.461,90.7,123.2,0.735,0,119.6,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:33.015195,0,123.2,0,268,0.069,2864.3,7.447,91.1,123.4,0.735,0,119.7,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:34.015195,90.5,122.6,0.731,269.3,0.07,2863.6,7.445,90.9,123.3,0.736,0,119.7,0,100,1,2,60,905, 
ttyS3, 2021-05-18 19:33:35.015195,0,123.2,0,270.6,0.07,2862.7,7.443,90.7,123.3,0.735,0,119.7,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:36.015195,90.2,122.6,0.73,271.7,0.07,2859.4,7.434,90.3,123.3,0.732,0,119.3,0,100,1,2,60,902, 
ttyS3, 2021-05-18 19:33:37.015195,0,123.2,0,272.7,0.07,2854.3,7.421,90.7,123.2,0.734,0,119.4,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:38.015195,0,122.8,0,273.5,0.071,2848.9,7.407,90.9,123.2,0.735,0,122.4,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:39.015195,90.2,122.6,0.731,274.7,0.071,2846.2,7.4,90.7,123,0.734,0,122.3,0,100,1,2,60,902, 
ttyS3, 2021-05-18 19:33:40.015195,0,122.8,0,276,0.071,2845.1,7.397,90.5,123.1,0.733,0,122.3,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:41.015195,0,122.9,0,276.8,0.071,2838.8,7.381,90.5,123,0.733,0,122.2,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:42.015195,89.8,122.2,0.728,278.4,0.072,2840.7,7.385,90.3,122.9,0.733,0,122.1,0,100,1,2,60.1,0, 
ttyS3, 2021-05-18 19:33:43.015195,0,122.1,0,279.3,0.072,2836.1,7.374,90.3,122.7,0.733,0,122,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:44.015195,0,122.5,0,280.2,0.072,2830.9,7.36,90,122.7,0.732,0,121.9,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:45.015195,89.7,122.2,0.728,281.5,0.073,2830.1,7.358,89.8,122.7,0.731,0,121.9,0,100,1,2,59.9,897, 
ttyS3, 2021-05-18 19:33:46.015195,0,122.5,0,282.7,0.073,2827.8,7.352,90.1,122.7,0.732,0,122,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:47.015195,0,122.3,0,283.6,0.073,2822.7,7.339,90.1,122.7,0.732,0,121.9,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:48.015195,0,122.3,0,284.5,0.073,2817.6,7.325,89.8,122.5,0.73,0,121.7,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:49.015195,0,122.5,0,285.4,0.074,2813,7.313,89.8,122.5,0.731,0,121.8,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:50.015195,88.4,121.9,0.729,286.4,0.074,2809.7,7.305,89.8,122.5,0.731,0,121.8,0,99,1,2,60,886, 
ttyS3, 2021-05-18 19:33:51.015195,89.4,121.9,0.727,287.7,0.074,2808.5,7.302,89.8,122.6,0.73,0,121.7,0,100,1,2,60.1,894, 
ttyS3, 2021-05-18 19:33:52.015195,89.3,122,0.726,289.1,0.075,2808.2,7.301,89.8,122.6,0.731,0,121.7,0,100,1,2,60,893, 
ttyS3, 2021-05-18 19:33:53.015195,0,122.3,0,290.1,0.075,2804.5,7.291,89.8,122.5,0.73,0,121.6,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:54.015195,0,122.4,0,291,0.075,2800.2,7.28,90,122.6,0.731,0,121.9,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:55.015195,0,122.3,0,292,0.075,2796.5,7.271,89.8,122.6,0.731,0,121.8,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:56.015195,0,122.3,0,293,0.076,2792.7,7.261,90,122.6,0.731,0,121.9,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:57.015195,0,122.5,0,294,0.076,2788.9,7.251,90,122.6,0.732,0,121.9,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:33:58.015195,90,122.2,0.729,295.2,0.076,2787.4,7.247,90.1,122.7,0.732,0,121.9,0,100,1,2,60,900, 
ttyS3, 2021-05-18 19:33:59.015195,89.7,122.1,0.728,296.4,0.077,2786.3,7.244,90.1,122.6,0.732,0,121.9,0,100,1,2,60,897, 
ttyS3, 2021-05-18 19:34:00.015195,89.9,122.2,0.727,297.7,0.077,2784.9,7.24,90.7,122.9,0.734,0,122.1,0,100,1,2,59.9,899, 
ttyS3, 2021-05-18 19:34:01.015195,0,122.7,0,298.7,0.077,2781.7,7.232,90.3,123,0.733,0,122,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:02.015195,0,122.7,0,299.7,0.077,2778.2,7.223,90.5,122.9,0.734,0,122.2,0,100,1,2,59.9,0, 
ttyS3, 2021-05-18 19:34:03.015195,0,122.3,0,300.7,0.078,2774.6,7.214,90.1,122.9,0.731,0,121.9,0,100,1,2,59.9,0, 
ttyS3, 2021-05-18 19:34:04.015195,0,122.2,0,301.6,0.078,2770.9,7.204,89.8,122.5,0.731,0,121.7,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:05.015195,0,122.4,0,302.6,0.078,2767.3,7.195,89.8,122.5,0.73,0,121.7,0,100,1,2,59.9,0, 
ttyS3, 2021-05-18 19:34:06.015195,89.7,121.8,0.729,303.6,0.078,2764,7.186,89.8,122.5,0.73,0,121.6,0,100,1,2,60,897, 
ttyS3, 2021-05-18 19:34:07.015195,89.4,122,0.727,304.9,0.079,2763,7.183,89.7,122.4,0.73,0,121.6,0,100,1,2,60,894, 
ttyS3, 2021-05-18 19:34:08.015195,0,122.4,0,305.4,0.079,2755.8,7.165,89.5,122.5,0.728,0,121.7,0,100,1,2,59.9,0, 
ttyS3, 2021-05-18 19:34:09.015195,0,122.3,0,305.4,0.079,2743.5,7.133,0,122.6,0,0,122,0,100,1,2,59.9,0, 
ttyS3, 2021-05-18 19:34:10.015195,0,122.2,0,305.4,0.079,2731.3,7.101,0,122.5,0,0,122,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:11.015195,0,122.3,0,305.4,0.079,2719.2,7.069,0,122.5,0,0,122.1,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:12.015195,0,122.3,0,305.4,0.079,2707.2,7.038,0,122.5,0,0,122,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:13.015195,0,122.2,0,305.4,0.079,2695.3,7.007,0,122.4,0,0,122,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:14.015195,0,122.2,0,305.4,0.079,2683.5,6.977,0,122.5,0,0,121.8,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:15.015195,0,121.6,0,305.4,0.079,2671.8,6.946,0,122.3,0,0,121.4,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:16.015195,0,122.3,0,305.4,0.079,2660.2,6.916,0,122.5,0,0,121.3,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:17.015195,0,122.2,0,305.3,0.079,2648.7,6.886,0,122.5,0,0,122,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:18.015195,0,122,0,305.3,0.079,2637.3,6.857,0,122.5,0,0,121.9,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:19.015195,0,122.1,0,305.3,0.079,2626,6.827,0,122.3,0,0,121.8,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:20.015195,0,122,0,305.3,0.079,2614.8,6.798,0,122.4,0,0,121.9,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:21.015195,0,121.8,0,305.3,0.079,2603.7,6.769,0,122.3,0,0,121.6,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:22.015195,0,121.5,0,305.3,0.079,2592.7,6.741,0,122.1,0,0,121.5,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:23.015195,0,121.7,0,305.3,0.079,2581.8,6.712,0,121.8,0,0,121.4,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:24.015195,0,121.9,0,305.3,0.079,2571,6.684,0,122,0,0,121.4,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:25.015195,0,121.5,0,305.3,0.079,2560.2,6.656,0,121.9,0,0,121.4,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:26.015195,0,122.2,0,305.2,0.079,2549.6,6.629,0,122.5,0,0,121.2,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:27.015195,0,122.1,0,305.2,0.079,2539,6.601,0,122.4,0,0,121.9,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:28.015195,0,122.2,0,305.2,0.079,2528.5,6.574,0,122.3,0,0,121.8,0,100,1,2,59.9,0, 
ttyS3, 2021-05-18 19:34:29.015195,0,122.1,0,305.2,0.079,2518.1,6.547,0,122.4,0,0,121.9,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:30.015195,0,121.8,0,305.2,0.079,2507.8,6.52,0,122.2,0,0,121.8,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:31.015195,0,122.1,0,305.2,0.079,2497.6,6.493,0,122.2,0,0,121.7,0,100,1,2,59.9,0, 
ttyS3, 2021-05-18 19:34:32.015195,0,121.8,0,305.2,0.079,2487.5,6.467,0,122.3,0,0,121.7,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:33.015195,0,121.7,0,305.2,0.079,2477.4,6.441,0,122.1,0,0,121.5,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:34.015195,0,121.7,0,305.1,0.079,2467.4,6.415,0,122,0,0,121.5,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:35.015195,0,122.2,0,305.1,0.079,2457.5,6.389,0,122.4,0,0,121.4,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:36.015195,0,122.5,0,305.1,0.079,2447.7,6.364,0,122.8,0,0,122.2,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:37.015195,0,122.3,0,305.1,0.079,2437.9,6.338,0,122.8,0,0,122.2,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:38.015195,0,122.3,0,305.1,0.079,2428.3,6.313,0,122.6,0,0,122.1,0,100,1,2,59.9,0, 
ttyS3, 2021-05-18 19:34:39.015195,0,122,0,305.1,0.079,2418.7,6.288,0,122.4,0,0,121.9,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:40.015195,0,122.1,0,305.1,0.079,2409.2,6.263,0,122.3,0,0,121.9,0,100,1,2,59.9,0, 
ttyS3, 2021-05-18 19:34:41.015195,0,122.5,0,305.1,0.079,2399.7,6.239,0,122.9,0,0,121.9,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:42.015195,0,122.5,0,305.1,0.079,2390.3,6.215,0,122.8,0,0,122.2,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:43.015195,0,122.4,0,305.1,0.079,2381,6.19,0,122.7,0,0,122.2,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:44.015195,0,122.4,0,305,0.079,2371.8,6.166,0,122.7,0,0,122.1,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:45.015195,0,122.2,0,305,0.079,2362.7,6.143,0,122.5,0,0,122,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:46.015195,0,122.3,0,305,0.079,2353.6,6.119,0,122.5,0,0,121.9,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:47.015195,0,122.2,0,305,0.079,2344.6,6.095,0,122.4,0,0,121.8,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:48.015195,0,122.1,0,305,0.079,2335.6,6.072,0,122.3,0,0,121.8,0,100,1,2,59.9,0, 
ttyS3, 2021-05-18 19:34:49.015195,0,121.9,0,305,0.079,2326.7,6.049,0,122.3,0,0,121.5,0,100,1,2,60.1,0, 
ttyS3, 2021-05-18 19:34:50.015195,0,121.9,0,305,0.079,2317.9,6.026,0,122.2,0,0,121.7,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:51.015195,0,121.8,0,305,0.079,2309.2,6.003,0,122.1,0,0,121.6,0,100,1,2,60.1,0, 
ttyS3, 2021-05-18 19:34:52.015195,0,121.8,0,305,0.079,2300.5,5.981,0,122.1,0,0,121.6,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:53.015195,0,121.8,0,304.9,0.079,2291.9,5.958,0,121.9,0,0,121.4,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:54.015195,0,121.5,0,304.9,0.079,2283.3,5.936,0,121.9,0,0,121.3,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:55.015195,0,121.4,0,304.9,0.079,2274.8,5.914,0,121.7,0,0,121.3,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:56.015195,0,121.5,0,304.9,0.079,2266.4,5.892,0,121.7,0,0,121.2,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:57.015195,0,121.5,0,304.9,0.079,2258,5.87,0,121.7,0,0,121.2,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:34:58.015195,0,122.1,0,304.9,0.079,2249.7,5.849,0,122.2,0,0,121.1,0,100,1,2,59.9,0, 
ttyS3, 2021-05-18 19:34:59.015195,0,121.9,0,304.9,0.079,2241.5,5.827,0,122.2,0,0,121.7,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:35:00.015195,0,122.1,0,304.9,0.079,2233.3,5.806,0,122.2,0,0,121.8,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:35:01.015195,0,121.7,0,304.8,0.079,2225.2,5.785,0,122.2,0,0,121.5,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:35:02.015195,0,121.9,0,304.8,0.079,2217.1,5.764,0,122.1,0,0,121.5,0,100,1,2,59.9,0, 
ttyS3, 2021-05-18 19:35:03.015195,0,121.8,0,304.8,0.079,2209.1,5.743,0,122,0,0,121.5,0,100,1,2,59.9,0, 
ttyS3, 2021-05-18 19:35:04.015195,0,121.5,0,304.8,0.079,2201.1,5.723,0,122,0,0,121.4,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:35:05.015195,0,121.8,0,304.8,0.079,2193.2,5.702,0,122.1,0,0,119.9,0,100,1,2,59.9,0, 
ttyS3, 2021-05-18 19:35:06.015195,0,121.8,0,304.8,0.079,2185.4,5.682,0,122,0,0,121.4,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:35:07.015195,0,121.8,0,304.8,0.079,2177.6,5.661,0,122,0,0,121.5,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:35:08.015195,0,121.6,0,304.8,0.079,2169.9,5.641,0,121.9,0,0,121.4,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:35:09.015195,0,121.9,0,304.8,0.079,2162.2,5.621,0,121.9,0,0,121.4,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:35:10.015195,0,121.6,0,304.7,0.079,2154.6,5.601,0,122,0,0,121.4,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:35:11.015195,0,121.7,0,304.7,0.079,2147,5.582,0,121.9,0,0,121.3,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:35:12.015195,0,121.5,0,304.7,0.079,2139.5,5.562,0,122,0,0,120.6,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:35:13.015195,0,121.6,0,304.7,0.079,2132,5.543,0,121.9,0,0,120.9,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:35:14.015195,0,121.7,0,304.7,0.079,2124.6,5.524,0,122,0,0,121.5,0,100,1,2,60.1,0, 
ttyS3, 2021-05-18 19:35:15.015195,0,121.8,0,304.7,0.079,2117.2,5.504,0,122,0,0,121.4,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:35:16.015195,0,121.9,0,304.7,0.079,2109.9,5.485,0,122,0,0,121.6,0,100,1,2,60,0, 
ttyS3, 2021-05-18 19:35:17.015195,0,121.9,0,304.7,0.079,2102.6,5.467,0,122.1,0,0,121.6,0,100,0,2,60,0, 
ttyS3, 2021-05-18 19:35:18.015195,0,121.7,0,304.7,0.079,2095.4,5.448,0,122,0,0,121.5,0,100,0,2,60,0, 
ttyS3, 2021-05-18 19:35:19.015195,0,121.9,0,304.7,0.079,2088.3,5.429,0,122,0,0,121.6,0,100,0,2,60,0, 
ttyS3, 2021-05-18 19:35:20.015195,0,122.1,0,304.7,0.079,2081.2,5.411,0,122.3,0,0,121.7,0,100,0,2,60,0, 
ttyS3, 2021-05-18 19:35:21.015195,0,121.9,0,304.6,0.079,2074.1,5.392,0,122.5,0,0,121.8,0,100,0,2,60,0, 
ttyS3, 2021-05-18 19:35:22.015195,0,122.1,0,304.6,0.079,2067.1,5.374,0,122.1,0,0,121.8,0,100,0,2,60,0, 
