"Meter,","Time,","W,","V,","A,","WH,","Cost,","WH/Mo,","Cost/Mo,","Wmax,","Vmax,","Amax,","Wmin,","Vmin,","Amin,","PF,","DC,","PC,","HZ,",VA,
ttyS3, 2021-03-08 16:10:51.860399,3.8,121.9,0.031,2.7,0,248.7,0.646,3.8,122.2,0.061,3.7,121.9,0,58,0,1,59.9,0, 
ttyS3, 2021-03-08 16:10:52.860399,3.7,121.9,0.03,2.7,0,248.7,0.646,3.8,122,0.052,3.7,121.8,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:53.860399,3.8,121.9,0.031,2.7,0,248.7,0.646,3.8,122,0.056,3.7,121.8,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:54.860399,3.8,122,0.05,2.7,0,248.7,0.646,3.8,122.1,0.055,3.7,121.8,0,58,0,1,59.9,0, 
ttyS3, 2021-03-08 16:10:55.860399,3.7,121.9,0.03,2.7,0,248.7,0.646,3.8,122,0.051,3.7,121.8,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:56.860399,3.8,121.9,0.031,2.7,0,248.7,0.646,3.8,122,0.057,3.7,121.7,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:10:57.860399,3.7,121.8,0.03,2.7,0,248.7,0.646,3.8,122,0.058,3.7,121.7,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:10:58.860399,3.8,121.8,0.031,2.7,0,248.7,0.646,3.8,121.9,0.051,3.7,121.7,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:10:59.860399,3.7,121.7,0.03,2.7,0,248.7,0.646,3.8,121.9,0.059,3.7,121.5,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:00.860399,3.7,121.8,0.03,2.8,0,248.8,0.646,3.8,121.8,0.058,3.7,121.6,0.03,58,0,1,60,0, 
ttyS3, 2021-03-08 16:11:01.860399,3.8,121.7,0.053,2.8,0,248.8,0.646,3.8,121.9,0.057,3.7,121.6,0,55,0,1,60,0, 
ttyS3, 2021-03-08 16:11:02.860399,3.8,121.8,0.031,2.8,0,248.8,0.646,3.8,121.8,0.053,3.7,121.6,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:11:03.860399,3.8,121.8,0.031,2.8,0,248.8,0.646,3.8,121.9,0.055,3.7,121.7,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:11:04.860399,3.8,121.7,0.031,2.8,0,248.8,0.646,3.8,121.8,0.061,3.7,121.6,0.03,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:11:05.860399,3.8,121.8,0.031,2.8,0,248.8,0.646,3.8,121.9,0.058,3.7,121.6,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:11:06.860399,3.8,121.8,0.051,2.8,0,248.8,0.646,3.8,121.9,0.051,3.7,121.7,0,60,0,1,59.9,0, 
ttyS3, 2021-03-08 16:11:07.860399,3.8,121.8,0.031,2.8,0,248.8,0.646,3.8,121.9,0.057,3.8,121.7,0.031,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:08.860399,3.8,121.9,0.05,2.8,0,248.8,0.646,3.8,122.1,0.056,3.7,121.7,0,58,0,1,59.9,0, 
ttyS3, 2021-03-08 16:11:09.860399,3.7,121.9,0.03,2.8,0,248.8,0.646,3.8,122,0.051,3.7,121.8,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:11:10.860399,3.7,121.9,0.03,2.8,0,248.8,0.646,3.8,122,0.056,3.7,121.8,0.03,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:11:11.860399,3.8,121.9,0.031,2.8,0,248.8,0.646,3.8,122,0.057,3.7,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:12.860399,3.7,121.9,0.058,2.9,0,248.8,0.646,3.8,122,0.058,3.7,121.8,0,58,0,1,59.9,0, 
ttyS3, 2021-03-08 16:11:13.860399,3.8,121.9,0.031,2.9,0,248.8,0.646,3.8,122.1,0.058,3.7,121.8,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:11:14.860399,3.8,121.8,0.031,2.9,0,248.8,0.646,3.8,122.1,0.059,3.7,121.7,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:15.860399,3.8,121.8,0.031,2.9,0,248.8,0.646,3.8,121.9,0.056,3.7,121.6,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:11:16.860399,3.7,121.9,0.03,2.9,0,248.8,0.646,3.8,121.9,0.051,3.7,121.6,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:11:17.860399,3.8,121.9,0.031,2.9,0,248.8,0.646,3.8,122,0.056,3.7,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:18.860399,3.8,121.7,0.031,2.9,0,248.8,0.646,3.8,122,0.059,3.7,121.6,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:19.860399,3.8,121.7,0.031,2.9,0,248.8,0.646,3.8,121.9,0.056,3.7,121.6,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:11:20.860399,3.8,121.8,0.051,2.9,0,248.8,0.646,3.8,121.8,0.052,3.7,121.6,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:21.860399,3.8,121.7,0.031,2.9,0,248.8,0.646,3.8,121.8,0.058,3.7,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:22.860399,3.7,121.6,0.03,2.9,0,248.8,0.646,3.8,121.8,0.057,3.7,121.4,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:23.860399,3.8,121.5,0.031,2.9,0,248.8,0.646,3.8,121.7,0.055,3.7,121.4,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:24.860399,3.8,121.7,0.031,3,0,248.8,0.646,3.8,121.8,0.058,3.7,121.4,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:11:25.860399,3.8,121.9,0.052,3,0,248.8,0.646,3.8,121.9,0.052,3.7,121.7,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:11:26.860399,3.7,121.7,0.03,3,0,248.8,0.646,3.8,121.9,0.055,3.7,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:27.860399,3.8,121.8,0.031,3,0,248.8,0.646,3.8,121.9,0.058,3.7,121.6,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:28.860399,3.8,121.8,0.031,3,0,248.8,0.646,3.8,122,0.055,3.7,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:29.860399,3.8,121.8,0.031,3,0,248.8,0.646,3.8,121.9,0.031,3.7,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:30.860399,3.7,121.7,0.03,3,0,248.8,0.646,3.8,121.8,0.057,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:31.860399,3.8,121.6,0.031,3,0,248.8,0.647,3.8,121.8,0.061,3.7,121.5,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:32.860399,3.8,121.6,0.031,3,0,248.8,0.647,3.8,121.7,0.06,3.7,121.5,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:11:33.860399,3.8,121.7,0.031,3,0,248.8,0.647,3.8,121.8,0.031,3.7,121.5,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:11:34.860399,3.8,121.7,0.031,3,0,248.8,0.647,3.8,121.8,0.061,3.7,121.6,0.03,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:11:35.860399,3.8,121.7,0.054,3,0,248.8,0.647,3.8,121.8,0.061,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:36.860399,3.8,121.8,0.031,3,0,248.8,0.647,3.8,121.9,0.054,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:37.860399,3.7,121.8,0.03,3.1,0,248.8,0.647,3.8,121.9,0.055,3.7,121.7,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:38.860399,3.8,121.8,0.031,3.1,0,248.8,0.647,3.8,121.9,0.061,3.7,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:39.860399,3.8,121.6,0.031,3.1,0,248.8,0.647,3.8,121.8,0.056,3.7,121.6,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:11:40.860399,3.8,121.8,0.031,3.1,0,248.8,0.647,3.8,121.8,0.053,3.7,121.5,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:11:41.860399,3.8,121.6,0.031,3.1,0,248.8,0.647,3.8,121.8,0.058,3.7,121.5,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:42.860399,3.8,121.9,0.031,3.1,0,248.8,0.647,3.8,121.9,0.059,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:43.860399,3.8,121.8,0.06,3.1,0,248.8,0.647,3.8,121.9,0.06,3.7,121.7,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:11:44.860399,3.7,121.8,0.03,3.1,0,248.8,0.647,3.8,121.9,0.06,3.7,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:45.860399,3.7,121.8,0.03,3.1,0,248.8,0.647,3.8,121.8,0.058,3.7,121.6,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:46.860399,3.8,121.5,0.031,3.1,0,248.8,0.647,3.8,121.8,0.061,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:47.860399,3.8,121.4,0.031,3.1,0,248.8,0.647,3.8,121.6,0.052,3.7,121.4,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:11:48.860399,3.7,121.6,0,3.1,0,248.8,0.647,3.8,121.7,0.059,3.7,121.4,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:11:49.860399,3.7,121.8,0.03,3.1,0,248.8,0.647,3.8,121.9,0.053,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:50.860399,3.8,121.8,0.031,3.1,0,248.8,0.647,3.8,122,0.05,3.7,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:51.860399,3.7,121.7,0.03,3.2,0,248.8,0.647,3.8,121.8,0.055,3.7,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:52.860399,3.8,121.8,0.031,3.2,0,248.8,0.647,3.8,121.8,0.059,3.7,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:53.860399,3.8,121.9,0.054,3.2,0,248.8,0.647,3.8,121.9,0.061,3.7,121.7,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:11:54.860399,3.8,121.7,0.031,3.2,0,248.8,0.647,3.8,121.9,0.054,3.7,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:55.860399,3.7,121.6,0.03,3.2,0,248.8,0.647,3.8,121.8,0.059,3.7,121.5,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:56.860399,3.7,121.7,0.03,3.2,0,248.8,0.647,3.8,121.7,0.058,3.7,121.5,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:11:57.860399,3.8,121.8,0.031,3.2,0,248.8,0.647,3.8,121.9,0.053,3.7,121.6,0,60,0,1,59.9,0, 
ttyS3, 2021-03-08 16:11:58.860399,3.8,121.8,0.031,3.2,0,248.8,0.647,3.8,122,0.06,3.7,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:11:59.860399,3.7,121.8,0.03,3.2,0,248.8,0.647,3.8,121.9,0.055,3.7,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:00.860399,3.7,121.8,0.03,3.2,0,248.8,0.647,3.8,121.9,0.06,3.7,121.7,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:01.860399,3.8,121.7,0.031,3.2,0,248.8,0.647,3.8,121.8,0.05,3.7,121.6,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:12:02.860399,3.7,121.6,0.03,3.2,0,248.8,0.647,3.8,121.8,0.055,3.7,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:03.860399,3.8,121.7,0.031,3.2,0,248.8,0.647,3.8,121.8,0.058,3.7,121.5,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:04.860399,3.7,121.7,0.05,3.3,0,248.8,0.647,3.8,121.8,0.055,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:05.860399,3.8,121.8,0.031,3.3,0,248.8,0.647,3.8,121.8,0.052,3.7,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:06.860399,3.7,121.6,0.03,3.3,0,248.8,0.647,3.8,121.8,0.058,3.7,121.6,0.03,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:12:07.860399,3.8,121.7,0.031,3.3,0,248.8,0.647,3.8,121.8,0.054,3.7,121.6,0,60,0,1,59.9,0, 
ttyS3, 2021-03-08 16:12:08.860399,3.8,121.8,0.031,3.3,0,248.8,0.647,3.8,121.9,0.05,3.7,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:09.860399,3.7,121.9,0.03,3.3,0,248.8,0.647,3.8,121.9,0.057,3.7,121.6,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:10.860399,3.8,121.9,0.05,3.3,0,248.8,0.647,3.8,122,0.06,3.7,121.7,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:12:11.860399,3.8,121.8,0.031,3.3,0,248.8,0.647,3.8,121.9,0.051,3.7,121.6,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:12:12.860399,3.8,121.7,0.031,3.3,0,248.8,0.647,3.8,121.9,0.06,3.7,121.7,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:13.860399,3.8,121.8,0.031,3.3,0,248.8,0.647,3.8,121.9,0.059,3.7,121.6,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:12:14.860399,3.8,121.8,0.031,3.3,0,248.8,0.647,3.8,122,0.051,3.7,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:15.860399,3.8,121.8,0.031,3.3,0,248.8,0.647,3.8,121.9,0.054,3.7,121.6,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:16.860399,3.8,121.7,0.031,3.4,0,248.8,0.647,3.8,121.9,0.059,3.7,121.7,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:12:17.860399,3.8,121.8,0.031,3.4,0,248.8,0.647,3.8,121.9,0.05,3.7,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:18.860399,3.7,121.6,0.03,3.4,0,248.8,0.647,3.8,121.8,0.056,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:19.860399,3.7,121.6,0.03,3.4,0,248.8,0.647,3.8,121.7,0.059,3.7,121.4,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:20.860399,3.8,121.6,0.031,3.4,0,248.8,0.647,3.8,121.7,0.059,3.7,121.5,0,55,0,1,60,0, 
ttyS3, 2021-03-08 16:12:21.860399,3.7,121.7,0.03,3.4,0,248.8,0.647,3.8,121.7,0.053,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:22.860399,3.8,121.6,0.031,3.4,0,248.8,0.647,3.8,121.8,0.06,3.7,121.4,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:23.860399,3.7,121.4,0.03,3.4,0,248.8,0.647,3.8,121.6,0.057,3.7,121.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:24.860399,3.7,121.5,0.03,3.4,0,248.8,0.647,3.8,121.5,0.031,3.7,121.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:25.860399,3.8,121.6,0.031,3.4,0,248.8,0.647,3.8,121.6,0.058,3.7,121.4,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:26.860399,3.8,121.6,0.031,3.4,0,248.8,0.647,3.8,121.7,0.058,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:27.860399,3.8,121.5,0.031,3.4,0,248.8,0.647,3.8,121.7,0.031,3.7,121.4,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:12:28.860399,3.7,121.6,0,3.4,0,248.8,0.647,3.8,121.7,0.058,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:29.860399,3.7,121.6,0.03,3.4,0,248.8,0.647,3.8,121.8,0.055,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:30.860399,3.8,121.5,0.031,3.4,0,248.8,0.647,3.8,121.7,0.061,3.7,121.4,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:12:31.860399,3.8,121.5,0.031,3.5,0,248.8,0.647,3.8,121.6,0.031,3.7,121.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:32.860399,3.8,121.6,0.031,3.5,0,248.8,0.647,3.8,121.6,0.057,3.7,121.4,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:12:33.860399,3.8,121.6,0.031,3.5,0,248.8,0.647,3.8,121.7,0.059,3.7,121.4,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:12:34.860399,3.8,121.6,0.05,3.5,0,248.8,0.646,3.8,121.7,0.055,3.7,121.4,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:12:35.860399,3.7,121.5,0.03,3.5,0,248.8,0.646,3.8,121.6,0.051,3.7,121.4,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:12:36.860399,3.8,121.6,0.031,3.5,0,248.8,0.647,3.8,121.7,0.055,3.7,121.4,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:37.860399,3.7,121.6,0.03,3.5,0,248.8,0.646,3.8,121.7,0.056,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:38.860399,3.7,121.7,0.03,3.5,0,248.8,0.646,3.8,121.7,0.058,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:39.860399,3.8,121.5,0.05,3.5,0,248.8,0.646,3.8,121.7,0.057,3.7,121.4,0,58,0,1,59.9,0, 
ttyS3, 2021-03-08 16:12:40.860399,3.7,121.5,0.03,3.5,0,248.8,0.646,3.8,121.6,0.051,3.7,121.4,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:12:41.860399,3.8,121.4,0.031,3.5,0,248.8,0.646,3.8,121.5,0.058,3.7,121.2,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:42.860399,3.7,121.6,0.03,3.5,0,248.8,0.646,3.8,121.6,0.053,3.7,121.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:43.860399,3.7,121.6,0,3.6,0,248.8,0.646,3.8,121.8,0.055,3.7,121.5,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:12:44.860399,3.8,121.7,0.031,3.6,0,248.8,0.646,3.8,121.8,0.055,3.7,121.5,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:12:45.860399,3.8,121.4,0.031,3.6,0,248.8,0.646,3.8,121.8,0.031,3.7,121.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:46.860399,3.7,121.4,0.03,3.6,0,248.8,0.646,3.8,121.5,0.055,3.7,121.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:47.860399,3.8,121.5,0.031,3.6,0,248.8,0.646,3.8,121.5,0.059,3.7,121.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:48.860399,3.8,121.5,0.031,3.6,0,248.8,0.646,3.8,121.5,0.062,3.7,121.3,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:12:49.860399,3.7,121.5,0.03,3.6,0,248.8,0.646,3.8,121.7,0.052,3.7,121.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:50.860399,3.7,121.5,0.03,3.6,0,248.8,0.646,3.8,121.6,0.06,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:51.860399,3.8,121.6,0.031,3.6,0,248.8,0.646,3.8,121.7,0.053,3.7,121.4,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:52.860399,3.7,121.5,0.05,3.6,0,248.8,0.646,3.8,121.7,0.05,3.7,121.5,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:12:53.860399,3.7,121.7,0.03,3.6,0,248.8,0.646,3.8,121.7,0.053,3.7,121.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:54.860399,3.8,121.6,0.031,3.6,0,248.8,0.646,3.8,121.7,0.058,3.7,121.4,0.03,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:12:55.860399,3.8,121.4,0.031,3.7,0,248.8,0.646,3.8,121.6,0.058,3.7,121.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:56.860399,3.7,121.6,0.03,3.7,0,248.8,0.646,3.8,121.6,0.031,3.7,121.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:57.860399,3.8,121.6,0.031,3.7,0,248.8,0.646,3.8,121.7,0.055,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:58.860399,3.7,121.6,0.03,3.7,0,248.8,0.646,3.8,121.7,0.055,3.7,121.5,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:12:59.860399,3.8,121.6,0.031,3.7,0,248.8,0.646,3.8,121.7,0.057,3.7,121.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:00.860399,3.8,121.7,0.031,3.7,0,248.8,0.646,3.8,121.7,0.05,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:01.860399,3.7,121.7,0.03,3.7,0,248.8,0.646,3.8,121.7,0.057,3.7,121.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:02.860399,3.8,121.5,0.031,3.7,0,248.8,0.646,3.8,121.7,0.056,3.7,121.4,0.03,60,0,1,60,0, 
ttyS3, 2021-03-08 16:13:03.860399,3.7,121.6,0.05,3.7,0,248.8,0.646,3.8,121.6,0.05,3.7,121.4,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:13:04.860399,3.7,121.6,0.03,3.7,0,248.8,0.646,3.8,121.7,0.051,3.7,121.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:05.860399,3.7,121.5,0,3.7,0,248.7,0.646,3.8,121.6,0.055,3.7,121.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:06.860399,3.8,121.5,0.031,3.7,0,248.8,0.646,3.8,121.6,0.057,3.7,121.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:07.860399,3.8,121.4,0.031,3.7,0,248.7,0.646,3.8,121.5,0.05,3.7,121.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:08.860399,3.7,121.5,0,3.8,0,248.7,0.646,3.8,121.6,0.056,3.7,121.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:09.860399,3.8,121.3,0.031,3.8,0,248.7,0.646,3.8,121.5,0.057,3.7,121.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:10.860399,3.7,121.4,0.03,3.8,0,248.7,0.646,3.8,121.4,0.031,3.7,121.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:11.860399,3.8,121.7,0,3.8,0,248.7,0.646,3.8,121.8,0.059,3.7,121.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:12.860399,3.8,121.8,0.031,3.8,0,248.7,0.646,3.8,121.8,0.058,3.7,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:13.860399,3.7,121.7,0.03,3.8,0,248.7,0.646,3.8,121.9,0.031,3.7,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:14.860399,3.8,121.8,0.031,3.8,0.001,248.7,0.646,3.8,121.8,0.057,3.7,121.6,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:13:15.860399,3.7,121.8,0.03,3.8,0.001,248.7,0.646,3.8,121.9,0.053,3.7,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:16.860399,3.7,121.8,0.03,3.8,0.001,248.7,0.646,3.8,122,0.05,3.7,121.7,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:13:17.860399,3.7,121.8,0.03,3.8,0.001,248.7,0.646,3.8,121.9,0.06,3.7,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:18.860399,3.7,121.8,0.03,3.8,0.001,248.7,0.646,3.8,121.9,0.059,3.7,121.7,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:19.860399,3.8,121.9,0.031,3.8,0.001,248.7,0.646,3.8,121.9,0.055,3.7,121.7,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:13:20.860399,3.7,121.8,0.03,3.8,0.001,248.7,0.646,3.8,122,0.052,3.7,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:21.860399,3.8,121.9,0.031,3.8,0.001,248.7,0.646,3.8,121.9,0.058,3.7,121.7,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:22.860399,3.8,121.8,0.031,3.8,0.001,248.7,0.646,3.8,121.9,0.057,3.7,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:23.860399,3.8,121.7,0.031,3.9,0.001,248.7,0.646,3.8,121.8,0.051,3.7,121.6,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:13:24.860399,3.7,121.7,0.03,3.9,0.001,248.7,0.646,3.8,121.8,0.059,3.7,121.6,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:25.860399,3.7,121.6,0.03,3.9,0.001,248.7,0.646,3.8,121.8,0.058,3.7,121.6,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:13:26.860399,3.8,121.9,0.031,3.9,0.001,248.7,0.646,3.8,121.9,0.031,3.7,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:27.860399,3.7,122.5,0.03,3.9,0.001,248.7,0.646,3.8,122.6,0.056,3.7,121.7,0.03,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:13:28.860399,3.8,122.5,0.031,3.9,0.001,248.7,0.646,3.8,122.6,0.06,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:29.860399,3.7,122.6,0.03,3.9,0.001,248.7,0.646,3.8,122.6,0.058,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:30.860399,3.7,122.4,0.03,3.9,0.001,248.7,0.646,3.8,122.6,0.031,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:31.860399,3.7,122.6,0.03,3.9,0.001,248.7,0.646,3.8,122.6,0.055,3.7,122.4,0.03,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:13:32.860399,3.8,122.5,0.031,3.9,0.001,248.7,0.646,3.8,122.6,0.056,3.7,122.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:33.860399,3.8,122.5,0.031,3.9,0.001,248.7,0.646,3.8,122.6,0.031,3.7,122.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:34.860399,3.7,122.5,0.03,3.9,0.001,248.7,0.646,3.8,122.6,0.06,3.7,122.3,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:13:35.860399,3.7,122.6,0.03,4,0.001,248.7,0.646,3.8,122.6,0.052,3.7,122.4,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:13:36.860399,3.8,122.5,0.031,4,0.001,248.7,0.646,3.8,122.6,0.051,3.7,122.3,0,100,0,1,60,0, 
